"자전거번호","대여날짜","고장구분"
"SPB-24396","2019-10-03","기타 "
"SPB-24400","2019-08-30","타이어 "
"SPB-24408","2019-09-21","체인"
"SPB-24408","2019-09-23","기타 "
"SPB-24408","2019-09-23","페달"
"SPB-24413","2019-11-03","체인"
"SPB-24413","2019-11-03","페달"
"SPB-24416","2019-11-14","단말기"
"SPB-24428","2019-11-01","페달"
"SPB-24428","2019-11-09","단말기"
"SPB-24431","2019-07-21","타이어 "
"SPB-24436","2019-10-02","단말기"
"SPB-24445","2019-08-05","타이어 "
"SPB-24455","2019-09-28","단말기"
"SPB-24456","2019-07-06","체인"
"SPB-24456","2019-07-23","페달"
"SPB-24462","2019-10-14","안장"
"SPB-24462","2019-10-15","단말기"
"SPB-24466","2019-10-23","페달"
"SPB-24477","2019-07-24","단말기"
"SPB-24481","2019-07-17","체인"
"SPB-24486","2019-10-01","기타 "
"SPB-24491","2019-10-12","단말기"
"SPB-24493","2019-07-18","체인"
"SPB-24493","2019-08-09","체인"
"SPB-24510","2019-11-19","단말기"
"SPB-24516","2019-10-31","단말기"
"SPB-24526","2019-09-24","단말기"
"SPB-24527","2019-09-02","타이어 "
"SPB-24528","2019-08-18","타이어 "
"SPB-24528","2019-08-22","타이어 "
"SPB-24534","2019-09-26","체인"
"SPB-24536","2019-09-12","기타 "
"SPB-24553","2019-07-03","단말기"
"SPB-24553","2019-07-03","기타 "
"SPB-24556","2019-06-06","체인"
"SPB-24556","2019-06-06","페달"
"SPB-24562","2019-10-29","기타 "
"SPB-24633","2019-11-16","체인"
"SPB-24637","2019-11-25","기타 "
"SPB-24647","2019-11-23","체인"
"SPB-24647","2019-11-23","페달"
"SPB-24650","2019-10-29","페달"
"SPB-24650","2019-11-06","기타 "
"SPB-24660","2019-06-25","체인"
"SPB-24674","2019-06-10","단말기"
"SPB-24675","2019-06-06","단말기"
"SPB-24677","2019-11-23","기타 "
"SPB-24678","2019-06-20","체인"
"SPB-24686","2019-09-26","타이어 "
"SPB-24686","2019-09-26","페달"
"SPB-24693","2019-07-16","단말기"
"SPB-24694","2019-07-12","안장"
"SPB-24695","2019-10-25","체인"
"SPB-24695","2019-10-28","체인"
"SPB-24695","2019-10-28","기타 "
"SPB-24695","2019-10-28","타이어 "
"SPB-24697","2019-09-08","타이어 "
"SPB-24700","2019-10-23","체인"
"SPB-24700","2019-10-25","체인"
"SPB-24703","2019-09-21","체인"
"SPB-24703","2019-11-26","체인"
"SPB-24704","2019-09-20","체인"
"SPB-24704","2019-09-21","체인"
"SPB-24704","2019-09-21","페달"
"SPB-24709","2019-08-30","기타 "
"SPB-24720","2019-07-08","안장"
"SPB-24724","2019-06-26","체인"
"SPB-24724","2019-08-21","체인"
"SPB-24729","2019-07-17","단말기"
"SPB-24743","2019-07-08","타이어 "
"SPB-24745","2019-06-24","타이어 "
"SPB-24750","2019-06-14","페달"
"SPB-24750","2019-07-03","페달"
"SPB-24755","2019-09-26","페달"
"SPB-24755","2019-09-26","체인"
"SPB-24755","2019-09-26","안장"
"SPB-24756","2019-06-26","타이어 "
"SPB-24761","2019-09-24","단말기"
"SPB-24761","2019-09-29","체인"
"SPB-24761","2019-09-30","체인"
"SPB-24761","2019-10-01","체인"
"SPB-24767","2019-09-17","타이어 "
"SPB-24782","2019-06-08","단말기"
"SPB-24787","2019-06-14","체인"
"SPB-24790","2019-08-08","체인"
"SPB-24855","2019-06-21","단말기"
"SPB-24858","2019-10-26","체인"
"SPB-24862","2019-10-30","단말기"
"SPB-24864","2019-09-26","타이어 "
"SPB-24871","2019-08-26","안장"
"SPB-24871","2019-08-26","체인"
"SPB-24875","2019-09-24","타이어 "
"SPB-24879","2019-08-17","단말기"
"SPB-24883","2019-10-27","기타 "
"SPB-24887","2019-06-27","페달"
"SPB-24887","2019-07-01","기타 "
"SPB-24887","2019-07-01","페달"
"SPB-24887","2019-07-01","체인"
"SPB-24898","2019-10-14","체인"
"SPB-24906","2019-07-05","단말기"
"SPB-24909","2019-10-20","단말기"
"SPB-24911","2019-09-26","페달"
"SPB-24922","2019-08-27","기타 "
"SPB-24928","2019-08-18","단말기"
"SPB-24930","2019-09-01","단말기"
"SPB-24930","2019-09-01","기타 "
"SPB-24930","2019-11-19","체인"
"SPB-24933","2019-10-24","단말기"
"SPB-24937","2019-10-18","체인"
"SPB-24938","2019-08-09","단말기"
"SPB-24941","2019-07-17","안장"
"SPB-24941","2019-07-17","페달"
"SPB-24941","2019-07-17","기타 "
"SPB-24942","2019-09-22","단말기"
"SPB-24943","2019-08-24","단말기"
"SPB-24945","2019-09-27","체인"
"SPB-24946","2019-06-15","타이어 "
"SPB-24962","2019-10-15","안장"
"SPB-24962","2019-10-15","기타 "
"SPB-24962","2019-10-15","페달"
"SPB-24962","2019-11-01","페달"
"SPB-24962","2019-11-01","체인"
"SPB-24963","2019-11-21","단말기"
"SPB-24970","2019-12-08","단말기"
"SPB-24980","2019-07-30","단말기"
"SPB-24984","2019-09-28","단말기"
"SPB-24992","2019-10-14","타이어 "
"SPB-24992","2019-11-04","타이어 "
"SPB-24997","2019-06-25","단말기"
"SPB-24997","2019-07-02","단말기"
"SPB-25015","2019-09-28","단말기"
"SPB-25034","2019-09-28","체인"
"SPB-25037","2019-10-11","단말기"
"SPB-25038","2019-10-31","단말기"
"SPB-25039","2019-10-15","체인"
"SPB-25039","2019-10-18","체인"
"SPB-25039","2019-10-18","페달"
"SPB-25044","2019-07-06","타이어 "
"SPB-25044","2019-10-01","단말기"
"SPB-25045","2019-10-06","타이어 "
"SPB-25049","2019-09-30","체인"
"SPB-25052","2019-08-16","체인"
"SPB-25052","2019-10-12","단말기"
"SPB-25053","2019-11-05","단말기"
"SPB-25061","2019-11-01","페달"
"SPB-25070","2019-08-17","타이어 "
"SPB-25075","2019-08-14","페달"
"SPB-25077","2019-10-13","체인"
"SPB-25080","2019-10-27","체인"
"SPB-25149","2019-10-04","체인"
"SPB-25150","2019-10-13","타이어 "
"SPB-25152","2019-09-26","단말기"
"SPB-25154","2019-07-01","안장"
"SPB-25154","2019-07-01","기타 "
"SPB-25158","2019-07-11","체인"
"SPB-25158","2019-07-11","페달"
"SPB-25175","2019-11-14","체인"
"SPB-25178","2019-10-23","단말기"
"SPB-25179","2019-06-13","단말기"
"SPB-25179","2019-07-11","단말기"
"SPB-25180","2019-11-03","체인"
"SPB-25227","2019-10-16","단말기"
"SPB-25252","2019-06-21","단말기"
"SPB-25252","2019-07-27","기타 "
"SPB-25252","2019-07-27","단말기"
"SPB-25254","2019-10-08","타이어 "
"SPB-25254","2019-10-19","단말기"
"SPB-25260","2019-08-07","단말기"
"SPB-25264","2019-07-29","단말기"
"SPB-25264","2019-10-03","단말기"
"SPB-25264","2019-10-05","기타 "
"SPB-25265","2019-07-08","단말기"
"SPB-25274","2019-08-08","단말기"
"SPB-25276","2019-08-27","단말기"
"SPB-25279","2019-08-13","기타 "
"SPB-25291","2019-07-24","타이어 "
"SPB-25294","2019-10-12","체인"
"SPB-25294","2019-10-12","단말기"
"SPB-25381","2019-06-25","단말기"
"SPB-25384","2019-11-14","타이어 "
"SPB-25388","2019-08-24","체인"
"SPB-25388","2019-08-24","페달"
"SPB-25388","2019-11-04","기타 "
"SPB-25399","2019-06-24","단말기"
"SPB-25422","2019-09-15","단말기"
"SPB-25425","2019-10-16","단말기"
"SPB-25430","2019-07-14","단말기"
